city,name,type,capacity,latitude,longitude,website,addr_street,addr_city,operator,phone,opening_hours,osm_id,source,region,country
Buenos Aires,Teatro Regina,theatre,,,,,Avenida Santa Fe,Ciudad Autónoma de Buenos Aires,,+54 11 4815-6661,,4293917805,OpenStreetMap,LATAM,Argentina
Buenos Aires,La Galera,theatre,,,,,,,,,,4319023509,OpenStreetMap,LATAM,Argentina
Buenos Aires,Stark,nightclub,,,,,,,,,,4319023516,OpenStreetMap,LATAM,Argentina
Buenos Aires,The Roxy Live!,nightclub,,,,,Avenida Coronel Niceto Vega,Ciudad Autónoma de Buenos Aires,,,,4319023522,OpenStreetMap,LATAM,Argentina
Buenos Aires,York,nightclub,,,,,,,,,,4319023527,OpenStreetMap,LATAM,Argentina
Buenos Aires,Unknown,nightclub,,,,,,,,,,4319023534,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro Colonial,theatre,,,,,Avenida Bartolomé Mitre,,,,,4329710591,OpenStreetMap,LATAM,Argentina
Buenos Aires,El Puente Mágico,events_venue,,,,,,,,,,4355953944,OpenStreetMap,LATAM,Argentina
Buenos Aires,Galpon de Guevara,theatre,,,,https://www.galpondeguevara.com/,Guevara,Ciudad Autónoma de Buenos Aires,,,,4362241191,OpenStreetMap,LATAM,Argentina
Buenos Aires,Circo Criollo,theatre,,,,,Chile,Ciudad Autónoma de Buenos Aires,,+54 11 4382-5017,10:00-21:00,4419037771,OpenStreetMap,LATAM,Argentina
Buenos Aires,La Viruta Tango,nightclub,,,,http://www.lavirutatango.com/,Armenia,Ciudad Autónoma de Buenos Aires,,+54 11 5263-2255,,4448558089,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro Avenida,theatre,,,,https://www.teatroavenida.com,Avenida de Mayo,Ciudad Autónoma de Buenos Aires,,,,4455272994,OpenStreetMap,LATAM,Argentina
Buenos Aires,Asunto Guevara,theatre,,,,,Guevara,Ciudad Autónoma de Buenos Aires,,,,4493795864,OpenStreetMap,LATAM,Argentina
Buenos Aires,Espacio Callejón,theatre,,,,,Humahuaca,Ciudad Autónoma de Buenos Aires,,,,4512114490,OpenStreetMap,LATAM,Argentina
Buenos Aires,La Isla del Sol,events_venue,,,,,,,,,,4513944251,OpenStreetMap,LATAM,Argentina
Buenos Aires,CAFF,nightclub,,,,https://caff.ar/,Sánchez de Bustamante,Ciudad Autónoma de Buenos Aires,,,,4531052492,OpenStreetMap,LATAM,Argentina
Buenos Aires,El Zorro Blanco,events_venue,,,,,,,,,,4543311294,OpenStreetMap,LATAM,Argentina
Buenos Aires,Espacio Urbano,events_venue,,,,,,,,,,4551387793,OpenStreetMap,LATAM,Argentina
Buenos Aires,Azucar Abasto,nightclub,,,,http://www.azucarsalsa.com/actividades.php,Avenida Corrientes,Ciudad Autónoma de Buenos Aires,,+54 11 4865-3103,,4589988141,OpenStreetMap,LATAM,Argentina
Buenos Aires,Azucar Belgrano,nightclub,,,,https://www.azucarbelgrano.com/,Avenida Córdoba,Ciudad Autónoma de Buenos Aires,,+54 11 4861-3344,,4589988142,OpenStreetMap,LATAM,Argentina
Buenos Aires,De Fabula,events_venue,,,,,Avenida La Plata,Ciudad Autónoma de Buenos Aires,,,,4591248733,OpenStreetMap,LATAM,Argentina
Buenos Aires,Velvet,nightclub,,,,,Avenida Cabildo,Ciudad Autónoma de Buenos Aires,,,,4612886150,OpenStreetMap,LATAM,Argentina
Buenos Aires,Laprida Hall,events_venue,,,,,Francisco Narciso de Laprida,,,,,4614702069,OpenStreetMap,LATAM,Argentina
Buenos Aires,Eventos Boulevard,events_venue,,,,,110 Pueyrredón,,,,,4616444214,OpenStreetMap,LATAM,Argentina
Buenos Aires,El Parque,events_venue,,,,,Sarratea,José León Suarez,,,,4619144848,OpenStreetMap,LATAM,Argentina
Buenos Aires,Western,nightclub,,,,,Avenida Presidente Figueroa Alcorta,Ciudad Autónoma de Buenos Aires,,,,4635335340,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro Núcleo,theatre,,,,,Avenida Maipú,Olivos,,,,4650212182,OpenStreetMap,LATAM,Argentina
Buenos Aires,Nicoletta Eventos,events_venue,,,,,,,,,,4657104581,OpenStreetMap,LATAM,Argentina
Buenos Aires,De Santino,events_venue,,,,,Avenida Francisco Beiró,Ciudad Autónoma de Buenos Aires,,,,4657246312,OpenStreetMap,LATAM,Argentina
Buenos Aires,Babalú,events_venue,,,,,,,,,,4657793241,OpenStreetMap,LATAM,Argentina
Buenos Aires,Espacio Belgrano Eventos,events_venue,,,,,,,,,,4658110519,OpenStreetMap,LATAM,Argentina
Buenos Aires,Cair Paravel,events_venue,,,,,,,,,,4658230748,OpenStreetMap,LATAM,Argentina
Buenos Aires,Leo Recepciones,events_venue,,,,,,,,,,4660674330,OpenStreetMap,LATAM,Argentina
Buenos Aires,Tiempo Mágico,events_venue,,,,,,,,,,4661008281,OpenStreetMap,LATAM,Argentina
Buenos Aires,Magic Fest Salon de Fiesta,events_venue,,,,,,,,,,4661102355,OpenStreetMap,LATAM,Argentina
Buenos Aires,Salon de Fiestas,events_venue,,,,,General José de San Martín,,,,,4669837898,OpenStreetMap,LATAM,Argentina
Buenos Aires,Multiteatro Comafi,theatre,,,,https://www.multiteatro.com.ar/,Avenida Corrientes,Ciudad Autónoma de Buenos Aires,,,,4675113802,OpenStreetMap,LATAM,Argentina
Buenos Aires,La Comedia,theatre,,,,,Rodríguez Peña,Ciudad Autónoma de Buenos Aires,,,,4675506686,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro del Viejo Mercado,theatre,,,,,Lavalle,Ciudad Autónoma de Buenos Aires,,,,4676832836,OpenStreetMap,LATAM,Argentina
Buenos Aires,La Vaca Pecosa,events_venue,,,,,Avenida Canónigo Miguel del Corro,Ciudad Autónoma de Buenos Aires,,,,4678788657,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro Porteño,theatre,,,,,Avenida Corrientes,Ciudad Autónoma de Buenos Aires,,+54 11 4372-5474,,4683621782,OpenStreetMap,LATAM,Argentina
Buenos Aires,Astros,theatre,,,,,Avenida Corrientes,Ciudad Autónoma de Buenos Aires,,,,4698230403,OpenStreetMap,LATAM,Argentina
Buenos Aires,Podestá,nightclub,,,,https://podestabar.com/,,,,,,4705680489,OpenStreetMap,LATAM,Argentina
Buenos Aires,Rojo Vivo,events_venue,,,,,Avenida de Mayo,,,,,4708963526,OpenStreetMap,LATAM,Argentina
Buenos Aires,Esfera eventos,events_venue,,,,,Avenida General San Martín,,,,,4709090215,OpenStreetMap,LATAM,Argentina
Buenos Aires,Freedom Eventos,events_venue,,,,,Avenida de Mayo,,,,,4710585705,OpenStreetMap,LATAM,Argentina
Buenos Aires,Abraxas discos,nightclub,,,,,Avenida Santa Fe,Ciudad Autónoma de Buenos Aires,,,,4734699124,OpenStreetMap,LATAM,Argentina
Buenos Aires,Bonus track,nightclub,,,,,Avenida Corrientes,Ciudad Autónoma de Buenos Aires,,,,4734699125,OpenStreetMap,LATAM,Argentina
Buenos Aires,Rock and Freud,nightclub,,,,,Arenales,Ciudad Autónoma de Buenos Aires,,,,4734699126,OpenStreetMap,LATAM,Argentina
Buenos Aires,Cactus Discos,nightclub,,,,,Uruguay,Ciudad Autónoma de Buenos Aires,,,,4734699221,OpenStreetMap,LATAM,Argentina
Buenos Aires,El gallo cantor,nightclub,,,,,Avenida Corrientes,Ciudad Autónoma de Buenos Aires,,,,4734699321,OpenStreetMap,LATAM,Argentina
Buenos Aires,Zabala Paz Eventos,events_venue,,,,,,,,,,4818336055,OpenStreetMap,LATAM,Argentina
Buenos Aires,Wish Eventos,events_venue,,,,,Diagonal 11 - General José María Paz,Ciudadela,,,,4820428557,OpenStreetMap,LATAM,Argentina
Buenos Aires,MCL Records,nightclub,,,,http://mclrecords.com,Tronador,Ciudad Autónoma de Buenos Aires,,,,4820790922,OpenStreetMap,LATAM,Argentina
Buenos Aires,Mundo Caramelo,events_venue,,,,http://www.mundocaramelo.com.ar,Moreno,Ciudad Autónoma de Buenos Aires,,+54 11 4953-1053,,4844311845,OpenStreetMap,LATAM,Argentina
Buenos Aires,Belisario,theatre,,,,,Avenida Corrientes,Ciudad Autónoma de Buenos Aires,,,,4868679017,OpenStreetMap,LATAM,Argentina
Buenos Aires,Uniclub,nightclub,,,,,,,,,,4868848547,OpenStreetMap,LATAM,Argentina
Buenos Aires,ELKAFKA Espacio Teatral,theatre,,,,,Lambaré,Ciudad Autónoma de Buenos Aires,,,,4898715322,OpenStreetMap,LATAM,Argentina
Buenos Aires,Cuba Mía,nightclub,,,,,Salta,Ciudad Autónoma de Buenos Aires,,,,4933516134,OpenStreetMap,LATAM,Argentina
Buenos Aires,Lolo,nightclub,,,,,Avenida San Martín,Ciudad Autónoma de Buenos Aires,,,,4959214971,OpenStreetMap,LATAM,Argentina
Buenos Aires,Jamaica Eventos,events_venue,200.0,,,https://www.jamaicaeventos.com.ar/,Avenida General Francisco Fernández de La Cruz,Ciudad Autónoma de Buenos Aires,Jamaica Eventos,+54 11 4605-6458,,5003926631,OpenStreetMap,LATAM,Argentina
Buenos Aires,Vuelta Obligado Eventos,events_venue,,,,,,,,,,5023265010,OpenStreetMap,LATAM,Argentina
Buenos Aires,Amadeus,events_venue,,,,http://www.amadeusfiestas.com.ar/,Zarraga,Ciudad Autónoma de Buenos Aires,,+54 11 4554-7484,,5041453983,OpenStreetMap,LATAM,Argentina
Buenos Aires,Barfly,nightclub,,,,,,,,,,5135585138,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro Ciego,theatre,,,,,,,,,,5169208722,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro ciego (abasto),theatre,,,,https://teatrociego.org/,Zelaya,Ciudad Autónoma de Buenos Aires,,+54 11 6379-8596,"Mo-Tu, Th 16:00-22:00; We, Fr-Su 15:00-22:00",5169940322,OpenStreetMap,LATAM,Argentina
Buenos Aires,Amerika,nightclub,,,,,Gascón,Ciudad Autónoma de Buenos Aires,,,,5178980321,OpenStreetMap,LATAM,Argentina
Buenos Aires,Sala CRASH,theatre,,,,https://improcrash.com/,Uriarte,Ciudad Autónoma de Buenos Aires,,,,5387118022,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro Sony,theatre,,,,http://www.teatrosony.com/,José Antonio Cabrera,Ciudad Autónoma de Buenos Aires,,,,5517692087,OpenStreetMap,LATAM,Argentina
Buenos Aires,El Cubo,theatre,,,,http://www.alternativateatral.com/ficha_teatro.asp?codigo_teatro=901,Zelaya,Ciudad Autónoma de Buenos Aires,,,,5536884724,OpenStreetMap,LATAM,Argentina
Buenos Aires,Blue Eventos,events_venue,,,,,440 - Almafuerte,,,+54 11 2194-4374,Mo-Fr 17:00-20:30,5668459126,OpenStreetMap,LATAM,Argentina
Buenos Aires,San Ramón,events_venue,,,,,,,,,,5925050769,OpenStreetMap,LATAM,Argentina
Buenos Aires,Del Pasillo,theatre,,,,,,,,,,6032725458,OpenStreetMap,LATAM,Argentina
Buenos Aires,Caracas Bar,nightclub,,,,,Guatemala,Ciudad Autónoma de Buenos Aires,,,"Mo 18:00-24:00; Tu-Th 00:00-02:00,18:00-24:00; Fr 00:00-03:00,19:00-24:00; Sa 00:00-04:30,20:00-24:00; Su 00:00-04:30",6132879822,OpenStreetMap,LATAM,Argentina
Buenos Aires,Salsa Mambo,nightclub,,,,www.orlandoarias.com.ar,Teniente General Pablo Ricchieri,,,+54 11 4464-2511,,6256056062,OpenStreetMap,LATAM,Argentina
Buenos Aires,el Nacional,theatre,,,,,,,,,,6359359486,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro Popular,theatre,,,,,Chile,Ciudad Autónoma de Buenos Aires,,,,6375692455,OpenStreetMap,LATAM,Argentina
Buenos Aires,El Teatrito,theatre,,,,www.facebook.com/ElTeatritoOficial/,Sarmiento,Ciudad Autónoma de Buenos Aires,,,,6407907885,OpenStreetMap,LATAM,Argentina
Buenos Aires,Microteatro,theatre,,,,https://microteatro.com.ar/,Serrano,,,,,6728585700,OpenStreetMap,LATAM,Argentina
Buenos Aires,Vuelo Bajito,events_venue,,,,,,,,,,6871225389,OpenStreetMap,LATAM,Argentina
Buenos Aires,Beckett,theatre,,,,,,,,,,7022813285,OpenStreetMap,LATAM,Argentina
Buenos Aires,Santos,theatre,,,,,Santos Dumont,Ciudad Autónoma de Buenos Aires,,,,7040015287,OpenStreetMap,LATAM,Argentina
Buenos Aires,Salon del Rio,events_venue,,,,,,,,,,7064542916,OpenStreetMap,LATAM,Argentina
Buenos Aires,Anfiteatro de la Plaza Unidad Nacional,theatre,,,,,,,,,,7085620370,OpenStreetMap,LATAM,Argentina
Buenos Aires,El Galpón de Catalinas,theatre,,,,,,,,,,7170166785,OpenStreetMap,LATAM,Argentina
Buenos Aires,Rojo Tango,theatre,,,,https://rojotango.com/,Martha Salotti,Ciudad Autónoma de Buenos Aires,,,,7247271785,OpenStreetMap,LATAM,Argentina
Buenos Aires,Centro Cultural Borges,theatre,,,,https://centroculturalborges.gob.ar/,Viamonte,,,,,7364280687,OpenStreetMap,LATAM,Argentina
Buenos Aires,Centro Técnico Alfaparf Group,events_venue,,,,,Avenida Córdoba,Ciudad Autónoma de Buenos Aires,,,,7579179725,OpenStreetMap,LATAM,Argentina
Buenos Aires,Nicanor,events_venue,,,,,,,,,,7990471034,OpenStreetMap,LATAM,Argentina
Buenos Aires,The Migueletes Plaza,events_venue,,,,,,,,,,8094634167,OpenStreetMap,LATAM,Argentina
Buenos Aires,Multi Box Papelera,events_venue,,,,,,,,,,8094651799,OpenStreetMap,LATAM,Argentina
Buenos Aires,Mil80 Teatro,theatre,,,,,,,,,,8385379789,OpenStreetMap,LATAM,Argentina
Buenos Aires,Unknown,theatre,,,,,,,,,,8494454154,OpenStreetMap,LATAM,Argentina
Buenos Aires,Café Artigas,theatre,,,,,General José Gervasio Artigas,Ciudad Autónoma de Buenos Aires,,,,9234130917,OpenStreetMap,LATAM,Argentina
Buenos Aires,Teatro,theatre,,,,,Montevideo,Ciudad Autónoma de Buenos Aires,,,,9548541917,OpenStreetMap,LATAM,Argentina
Buenos Aires,Ocean Palace,events_venue,,,,,,,,,,9659885202,OpenStreetMap,LATAM,Argentina
Buenos Aires,Goldcenter eventos,events_venue,,,,goldencenter.com.ar,,,,,,9878806817,OpenStreetMap,LATAM,Argentina
Buenos Aires,Salón Marabú,nightclub,,,,https://www.tangomarabu.com/,Maipú,Ciudad Autónoma de Buenos Aires,,+54 11 3363-1890,,9881608861,OpenStreetMap,LATAM,Argentina
Buenos Aires,Zegre,nightclub,,,,,,,,,,9884148643,OpenStreetMap,LATAM,Argentina
Buenos Aires,Tarcus,events_venue,,,,,,,,,,9896448848,OpenStreetMap,LATAM,Argentina
Buenos Aires,ITACA complejo teatral,theatre,,,,,,,,,,10181082317,OpenStreetMap,LATAM,Argentina
Buenos Aires,Rosetti,theatre,,,,,Gallo,Ciudad Autónoma de Buenos Aires,,,,10555863809,OpenStreetMap,LATAM,Argentina
Buenos Aires,Unknown,nightclub,,,,,,,,,,10605332205,OpenStreetMap,LATAM,Argentina
Buenos Aires,Aribau,nightclub,,,,,,,,,"Mo-We,Su 10:00-24:30; Th-Sa 10:00-02:30",10728772005,OpenStreetMap,LATAM,Argentina
Buenos Aires,Fuerza Bruta,theatre,,,,,,,,,,10830987506,OpenStreetMap,LATAM,Argentina
Buenos Aires,Espacio Tamarindo,events_venue,,,,https://www.espaciotamarindo.com.ar/,Campana,Ciudad Autónoma de Buenos Aires,,4583-3377,,10853570342,OpenStreetMap,LATAM,Argentina
Buenos Aires,Crazy Honey,nightclub,,,,,,,,,,11218852496,OpenStreetMap,LATAM,Argentina
Buenos Aires,Guapa,nightclub,,,,,,,,,,11218852497,OpenStreetMap,LATAM,Argentina
Buenos Aires,Morbo VIP,nightclub,,,,,,,,,,11218852501,OpenStreetMap,LATAM,Argentina
Buenos Aires,Diavla,nightclub,,,,,,,,,,11218852502,OpenStreetMap,LATAM,Argentina
Buenos Aires,Pio Club,nightclub,,,,,,,,,,11218852503,OpenStreetMap,LATAM,Argentina
